edrpou,official_address,mail_address,email,fax
25939741,30100 Хмельницька Нетішин Нетішин Шевченка буд. 1,30100 Хмельницька Нетішин Нетішин Шевченка буд. 1,miskrada@netishyn-rada.gov.ua,(03848) 9-00-94
04413696,16243 Чернігівська Коропський Нехаївка Кільцева буд. 4,16243 Чернігівська Коропський Нехаївка Кільцева буд. 4,rada.nehaivka@i.ua,(04656) 28546
21045225,39354 Полтавська Новосанжарський Нехвороща Миру буд. 3,39354 Полтавська Новосанжарський Нехвороща Миру буд. 3,nehvoroscha@meta.ua,0534496442
04375613,57140 Миколаївська Миколаївський Нечаяне Одеська буд. 15 кiмната 15,57140 Миколаївська Миколаївський Нечаяне Одеська буд. 15 кiмната 15,nechsr@mail.ru,
04335988,92252 Луганська Білокуракинський Нещеретове провулок Світлий буд. 1,92252 Луганська Білокуракинський Нещеретове провулок Світлий буд. 1,brda17lk@ukrpost.ua,(06462) 9-63-43
05391075,34152 Рівненська Дубровицький Нивецьк Шкільна буд. 15,34152 Рівненська Дубровицький Нивецьк Шкільна буд. 15,nivrada@i.ua,
04354083,78218 Івано-Франківська Коломийський Нижній Вербіж Довбуша буд. 1,78218 Івано-Франківська Коломийський Нижній Вербіж Довбуша буд. 1,nwerbizh@ukr.net,(03433) 90010
26330835,97100 АР Крим  Нижньогірський  смт. Нижньогірський  Шкільна буд. 8-а,97100 АР Крим  Нижньогірський  Нижньогірський Шкільна буд. 8-а,nig-possovet@mail.ru,(06-550)  2-14-72
21046667,39542 Полтавська Карлівський Нижня Ланна Миру буд. 6,39542 Полтавська Карлівський Нижня Ланна Миру буд. 6,n-lannarada@ukr.net,
04416708,59035 Чернівецька Сторожинецький Нижні Петрівці Гагаріна буд. 1а кiмната б/н,59035 Чернівецька Сторожинецький Нижні Петрівці Гагаріна буд. 1а кiмната б/н,npetrivci@ukrpost.ua,(03735) 31-2-48
26432760,74701 Херсонська Нижньосірогозький смт Нижні Сірогози Височина буд. 2,74701 Херсонська Нижньосірогозький смт Нижні Сірогози Височина буд. 2,posovet@i.ua,(05540) 2-15-42
04336932,93290 Луганська Первомайськ Нижнє Леніна буд. 11а,93290 Луганська Первомайськ Нижнє Леніна буд. 11а,Selrada-nignee@ukr.net,(06455)4-14-16
04526733,85053 Донецька Добропільський Никанорівка Миру буд. 50,85053 Донецька Добропільський Никанорівка Миру буд. 50,nikanorovka2010@meta.ua,
04327301,22821 Вінницька Немирівський Никифорівці Леніна буд. 38,22821 Вінницька Немирівський Никифорівці Леніна буд. 38,WWW100267@ ukr.net,04331 3-41-48
21083071,34334 Рівненська Володимирецький Новаки Ювілейна буд. 5,34334 Рівненська Володимирецький Новаки Ювілейна буд. 5,novaky@silrada.rv.ua,(03634)9-73-44
22550190,37542 Полтавська Лубенський Новаки Щербаня буд. 25 а кiмната 25 а,37542 Полтавська Лубенський Новаки Щербаня буд. 25 а кiмната 25 а,Novakusr@i.ua,053615-32-43
24838699,16000 Чернігівська Новгород-Сіверський Новгород-Сіверський Б.Майстренка буд. 6,16000 Чернігівська Новгород-Сіверський Новгород-Сіверський Б.Майстренка буд. 6,nvrada@cg.ukrtel.net,(04658)31155
23900019,28200 Кіровоградська Новгородківський Новгородка Кірова буд. 11,28200 Кіровоградська Новгородківський Новгородка Кірова буд. 11,nrairad@rambler.ru,05 241 20627
04367111,28200 Кіровоградська Новгородківський Новгородка Леніна буд. 13,28200 Кіровоградська Новгородківський Новгородка Леніна буд. 13,novgorodka@ukr.net,0524120897
13764710,25491 Кіровоградська Кіровоград Нове Металургів буд. 3,25491 Кіровоградська Кіровоград Нове Металургів буд. 3,snove@krmr.gov.ua,0522319946
